datetime,instrument,open,high,low,close,volume,vwap,factor
2020-01-09,SH600519,59.3652,59.4603,58.5552,59.3152,503739.0,59.174,1.0
2020-01-09,SZ000001,79.434,81.218,79.365,79.9536,649933.0,79.9926,1.0
2020-01-09,SZ000858,96.5802,97.4917,95.9493,97.1815,779216.0,96.8007,1.0
2020-01-10,SH600000,21.7638,21.8411,21.5775,21.7124,304554.0,21.7237,1.0
2020-01-10,SH600016,40.1364,40.4188,39.8281,39.9872,607764.0,40.0926,1.0
2020-01-10,SH600519,60.8486,61.0343,59.3123,60.4503,799321.0,60.4114,1.0
2020-01-10,SZ000001,79.6244,79.626,79.2841,79.2954,752264.0,79.4575,1.0
2020-01-10,SZ000858,94.3141,94.5188,94.0497,94.2626,1362178.0,94.2863,1.0
2020-01-13,SH600000,21.3653,21.5639,21.2943,21.4933,259467.0,21.4292,1.0
2020-01-13,SH600016,39.4157,39.5443,38.9583,39.2889,346739.0,39.3018,1.0
2020-01-13,SH600519,60.2435,61.1227,59.8618,60.5482,598041.0,60.4441,1.0
2020-01-13,SZ000001,75.5878,75.7365,75.1237,75.2824,1148443.0,75.4326,1.0
2020-01-13,SZ000858,97.0095,98.0346,96.3584,96.3693,656795.0,96.943,1.0
2020-01-14,SH600000,21.7828,21.8093,21.5555,21.7116,693019.0,21.7148,1.0
2020-01-14,SH600016,40.2559,40.3454,39.4071,39.8251,570922.0,39.9584,1.0
2020-01-14,SH600519,62.7102,63.047,62.2713,62.3548,790923.0,62.5958,1.0
2020-01-14,SZ000001,75.1599,76.0131,74.4548,75.5939,854466.0,75.3054,1.0
2020-01-14,SZ000858,95.6581,95.6583,94.8371,95.5085,869293.0,95.4155,1.0
2020-01-15,SH600000,21.3904,21.5232,21.1382,21.4951,538375.0,21.3867,1.0
2020-01-15,SH600016,39.291,39.5338,38.9978,39.3516,537889.0,39.2935,1.0
2020-01-15,SH600519,61.3393,61.5171,60.9179,60.938,560602.0,61.1781,1.0
2020-01-15,SZ000001,76.5807,77.0466,75.894,76.2685,687375.0,76.4475,1.0
2020-01-15,SZ000858,95.0835,96.049,94.1161,95.3727,994712.0,95.1553,1.0
2020-01-16,SH600000,21.3636,21.5045,21.2754,21.2799,435097.0,21.3558,1.0
2020-01-16,SH600016,39.4732,40.1478,39.266,39.43,642928.0,39.5792,1.0
2020-01-16,SH600519,60.6575,60.7468,60.5536,60.6933,628545.0,60.6628,1.0
2020-01-16,SZ000001,77.4906,77.5304,76.1922,76.8992,932070.0,77.0281,1.0
2020-01-16,SZ000858,98.2029,98.4677,96.8642,97.9795,1018062.0,97.8786,1.0
2020-01-17,SH600000,21.4908,21.5973,21.2774,21.3671,481177.0,21.4331,1.0
2020-01-17,SH600016,41.5345,41.8207,41.3039,41.4827,560102.0,41.5355,1.0
2020-01-17,SH600519,59.1858,60.3991,59.0007,59.8204,668155.0,59.6015,1.0
2020-01-17,SZ000001,78.3929,79.2731,78.1578,78.8354,579147.0,78.6648,1.0
2020-01-17,SZ000858,95.3131,96.7281,95.2235,95.5324,933104.0,95.6993,1.0
2020-01-20,SH600000,20.4651,20.6498,20.4389,20.5495,315639.0,20.5258,1.0
2020-01-20,SH600016,41.7109,42.1463,41.1623,41.3845,403560.0,41.601,1.0
2020-01-20,SH600519,57.4447,57.9299,57.2223,57.6198,488622.0,57.5542,1.0
2020-01-20,SZ000001,76.8221,77.2944,76.1771,77.1762,988959.0,76.8675,1.0
2020-01-20,SZ000858,92.619,93.5076,92.0502,92.9418,1108752.0,92.7796,1.0
2020-01-21,SH600000,19.9333,20.0894,19.8244,19.8378,921470.0,19.9212,1.0
2020-01-21,SH600016,42.3075,42.4197,42.2327,42.3277,773725.0,42.3219,1.0
2020-01-21,SH600519,57.889,57.9823,57.3243,57.516,824265.0,57.6779,1.0
2020-01-21,SZ000001,78.6431,79.0656,78.0724,78.245,911259.0,78.5065,1.0
2020-01-21,SZ000858,91.3741,92.1039,91.278,91.9046,1212090.0,91.6652,1.0
2020-01-22,SH600000,19.6417,19.6441,19.5752,19.6012,459901.0,19.6156,1.0
2020-01-22,SH600016,41.776,42.0567,41.4055,41.7178,515267.0,41.739,1.0
2020-01-22,SH600519,57.361,57.6743,57.3301,57.3675,565823.0,57.4332,1.0
2020-01-22,SZ000001,80.2544,80.4509,79.1358,80.1456,735023.0,79.9967,1.0
2020-01-22,SZ000858,93.0531,94.11,92.3068,93.8754,1227379.0,93.3363,1.0
2020-01-23,SH600000,19.2726,19.3515,19.123,19.1937,457174.0,19.2352,1.0
2020-01-23,SH600016,41.7965,42.1212,41.5015,41.6699,535957.0,41.7723,1.0
2020-01-23,SH600519,58.8263,59.885,58.7566,59.1217,616257.0,59.1474,1.0
2020-01-23,SZ000001,77.5697,78.0332,77.0661,77.3564,626826.0,77.5063,1.0
2020-01-23,SZ000858,90.9291,91.1362,90.7044,91.1067,732529.0,90.9691,1.0
2020-01-24,SH600000,19.4833,19.5196,19.2126,19.3003,550031.0,19.3789,1.0
2020-01-24,SH600016,43.1929,43.4938,43.0804,43.1527,408407.0,43.23,1.0
2020-01-24,SH600519,59.7122,60.1216,59.658,59.8633,489772.0,59.8388,1.0
2020-01-24,SZ000001,77.9968,78.3015,77.4506,77.8642,617847.0,77.9033,1.0
2020-01-24,SZ000858,86.1964,86.7044,86.0602,86.1283,904153.0,86.2723,1.0
2020-01-27,SH600000,18.9155,18.9756,18.8553,18.9387,511091.0,18.9213,1.0
2020-01-27,SH600016,42.5007,42.7153,42.2877,42.5958,473078.0,42.5249,1.0
2020-01-27,SH600519,58.8872,58.9618,58.5722,58.6407,305988.0,58.7655,1.0
2020-01-27,SZ000001,77.2452,77.643,76.8206,77.0946,946423.0,77.2008,1.0
2020-01-27,SZ000858,85.3518,85.9679,85.1191,85.3931,1409054.0,85.458,1.0
2020-01-28,SH600000,18.3281,18.4118,18.2648,18.3975,473149.0,18.3506,1.0
2020-01-28,SH600016,44.1911,44.283,43.5801,44.1483,414388.0,44.0506,1.0
2020-01-28,SH600519,61.0133,61.3747,60.433,60.8469,623243.0,60.917,1.0
2020-01-28,SZ000001,76.47,77.0889,76.4133,76.9805,1165539.0,76.7382,1.0
2020-01-28,SZ000858,86.1998,87.5819,86.0867,86.3795,1287733.0,86.562,1.0
2020-01-29,SH600000,18.8463,18.9415,18.8152,18.9305,349011.0,18.8834,1.0
2020-01-29,SH600016,44.9978,45.0104,44.4386,44.7575,513044.0,44.8011,1.0
2020-01-29,SH600519,62.2673,62.3909,62.0456,62.3418,1361074.0,62.2614,1.0
2020-01-29,SZ000001,77.9353,77.9532,76.6203,77.5293,665842.0,77.5095,1.0
2020-01-29,SZ000858,88.0994,88.6221,88.0511,88.518,652223.0,88.3226,1.0
2020-01-30,SH600000,18.7543,18.8984,18.4953,18.8311,509630.0,18.7448,1.0
2020-01-30,SH600016,44.0099,44.3635,43.9281,44.2369,903031.0,44.1346,1.0
2020-01-30,SH600519,62.9467,63.0914,61.8362,63.0624,835162.0,62.7342,1.0
2020-01-30,SZ000001,77.2381,77.9094,76.556,76.789,924969.0,77.1231,1.0
2020-01-30,SZ000858,88.0081,88.4855,87.6987,87.7413,1094101.0,87.9834,1.0
2020-01-31,SH600000,18.8352,18.9349,18.6639,18.8424,778098.0,18.8191,1.0
2020-01-31,SH600016,44.8096,44.8303,44.6095,44.7798,358051.0,44.7573,1.0
2020-01-31,SH600519,62.645,62.8526,62.3985,62.7679,656201.0,62.666,1.0
2020-01-31,SZ000001,75.6827,75.9058,75.2019,75.7696,431012.0,75.64,1.0
2020-01-31,SZ000858,86.488,87.8705,86.4609,87.0614,543906.0,86.9702,1.0
2020-02-03,SH600000,18.3306,18.5607,18.1493,18.2994,662401.0,18.335,1.0
2020-02-03,SH600016,45.4791,45.9902,45.3662,45.6388,333011.0,45.6186,1.0
2020-02-03,SH600519,61.2818,61.8059,61.2102,61.5658,609950.0,61.4659,1.0
2020-02-03,SZ000001,75.8163,75.8556,75.1423,75.8327,676451.0,75.6617,1.0
2020-02-03,SZ000858,89.4799,89.6184,88.5669,89.1341,998571.0,89.1998,1.0
2020-02-04,SH600000,18.1127,18.222,17.9091,18.0876,713513.0,18.0828,1.0
2020-02-04,SH600016,46.4652,46.7429,46.1378,46.1892,840163.0,46.3838,1.0
2020-02-04,SH600519,61.5935,61.6558,61.0931,61.1,664467.0,61.3606,1.0
2020-02-04,SZ000001,73.6446,75.3797,72.7774,74.2127,798653.0,74.0036,1.0
2020-02-04,SZ000858,85.4707,86.4701,85.103,85.9011,1739886.0,85.7362,1.0
2020-02-05,SH600000,18.1891,18.3216,18.0871,18.1142,379510.0,18.178,1.0
2020-02-05,SH600016,44.4003,44.8736,44.3657,44.741,507475.0,44.5951,1.0
2020-02-05,SH600519,62.335,62.6012,62.1897,62.4357,777731.0,62.3904,1.0
2020-02-05,SZ000001,72.8161,73.3019,72.6277,72.6293,613598.0,72.8438,1.0
2020-02-05,SZ000858,84.9538,85.5177,84.299,85.2746,740908.0,85.0113,1.0
2020-02-06,SH600000,17.6899,17.8128,17.6275,17.6887,328772.0,17.7047,1.0
2020-02-06,SH600016,43.9521,44.4869,43.9405,44.0752,442094.0,44.1137,1.0
2020-02-06,SH600519,65.2187,65.6453,64.3869,64.8242,463127.0,65.0188,1.0
2020-02-06,SZ000001,73.8446,74.4933,73.1871,73.634,608680.0,73.7897,1.0
2020-02-06,SZ000858,85.0104,85.6397,84.5117,85.6385,766587.0,85.2001,1.0
2020-02-07,SH600000,17.9382,18.0234,17.7755,17.8088,426030.0,17.8865,1.0
2020-02-07,SH600016,43.9205,44.0333,43.7992,43.8378,738201.0,43.8977,1.0
2020-02-07,SH600519,67.3546,67.9248,66.4661,66.8461,921996.0,67.1479,1.0
2020-02-07,SZ000001,71.9499,72.4027,71.3707,71.9722,659783.0,71.9239,1.0
2020-02-07,SZ000858,86.2335,86.7559,85.1441,86.4503,1238249.0,86.1459,1.0
2020-02-10,SH600000,17.5597,17.6488,17.2353,17.5829,449872.0,17.5067,1.0
2020-02-10,SH600016,44.0954,44.4925,43.4999,43.7529,450591.0,43.9602,1.0
2020-02-10,SH600519,66.5162,66.5555,65.8789,66.1858,817997.0,66.2841,1.0
2020-02-10,SZ000001,73.3588,73.4823,72.6237,72.9487,879983.0,73.1034,1.0
2020-02-10,SZ000858,86.0293,86.593,85.0192,85.6118,619805.0,85.8133,1.0
2020-02-11,SH600000,17.7051,17.7719,17.3502,17.4675,614312.0,17.5737,1.0
2020-02-11,SH600016,44.265,44.5054,43.6779,44.2795,934534.0,44.1819,1.0
2020-02-11,SH600519,64.5709,64.7178,64.4132,64.7105,818686.0,64.6031,1.0
2020-02-11,SZ000001,73.5148,74.4148,73.3007,73.6378,762076.0,73.717,1.0
2020-02-11,SZ000858,85.9303,86.3607,84.9964,85.7094,814373.0,85.7492,1.0
2020-02-12,SH600000,17.2996,17.3009,17.2324,17.2457,266269.0,17.2696,1.0
2020-02-12,SH600016,44.2939,44.5101,44.1457,44.4172,662236.0,44.3417,1.0
2020-02-12,SH600519,65.0144,65.2906,64.5051,64.8834,752791.0,64.9234,1.0
2020-02-12,SZ000001,71.351,71.5103,70.6247,71.1501,411898.0,71.159,1.0
2020-02-12,SZ000858,81.9841,82.4336,81.4371,81.585,1177533.0,81.86,1.0
2020-02-13,SH600000,17.8064,17.9794,17.7044,17.8831,700021.0,17.8433,1.0
2020-02-13,SH600016,43.6338,43.7252,42.8719,43.2272,466786.0,43.3645,1.0
2020-02-13,SH600519,62.6117,62.7069,62.0934,62.6193,663899.0,62.5078,1.0
2020-02-13,SZ000001,69.8451,70.3669,69.1389,70.203,426680.0,69.8885,1.0
2020-02-13,SZ000858,80.7645,81.5136,79.2961,80.5542,813999.0,80.5321,1.0
2020-02-14,SH600000,17.7692,17.873,17.5979,17.8649,421931.0,17.7762,1.0
2020-02-14,SH600016,43.2223,43.6216,43.1994,43.5375,1032189.0,43.3952,1.0
2020-02-14,SH600519,62.7311,63.3762,62.4952,63.0158,807629.0,62.9046,1.0
2020-02-14,SZ000001,71.9021,71.9335,71.6593,71.9106,671951.0,71.8514,1.0
2020-02-14,SZ000858,80.876,82.1005,80.7007,81.3248,917318.0,81.2505,1.0
2020-02-17,SH600000,17.52,17.5911,17.4565,17.4778,389234.0,17.5113,1.0
2020-02-17,SH600016,43.5683,44.6015,42.894,44.0526,450578.0,43.7791,1.0
2020-02-17,SH600519,62.9225,63.0309,62.4956,62.8207,788229.0,62.8174,1.0
2020-02-17,SZ000001,70.4623,71.0415,70.0903,70.5238,924775.0,70.5295,1.0
2020-02-17,SZ000858,79.6466,80.0533,79.6159,79.7786,1230899.0,79.7736,1.0
2020-02-18,SH600000,17.7345,17.8583,17.6541,17.7544,326560.0,17.7503,1.0
2020-02-18,SH600016,44.6265,44.7288,44.3138,44.5286,675108.0,44.5494,1.0
2020-02-18,SH600519,61.8617,62.4572,61.5079,62.2285,593497.0,62.0138,1.0
2020-02-18,SZ000001,69.961,70.4212,69.0491,69.8823,353539.0,69.8284,1.0
2020-02-18,SZ000858,79.5969,80.5797,79.1143,79.9087,1117343.0,79.7999,1.0
2020-02-19,SH600000,17.3749,17.3903,17.1654,17.3131,269290.0,17.3109,1.0
2020-02-19,SH600016,45.3669,45.5984,44.9207,45.4811,591128.0,45.3418,1.0
2020-02-19,SH600519,60.624,60.7554,60.0805,60.2661,555664.0,60.4315,1.0
2020-02-19,SZ000001,70.4113,70.8064,70.187,70.5416,693898.0,70.4866,1.0
2020-02-19,SZ000858,81.199,81.8529,80.413,80.6623,1066663.0,81.0318,1.0
2020-02-20,SH600000,17.4137,17.4999,17.3052,17.3726,566341.0,17.3978,1.0
2020-02-20,SH600016,45.9892,46.5109,45.5262,46.2252,798526.0,46.0629,1.0
2020-02-20,SH600519,60.7378,61.297,60.4735,60.8792,680482.0,60.8469,1.0
2020-02-20,SZ000001,71.6192,72.2336,71.4752,71.6663,688400.0,71.7486,1.0
2020-02-20,SZ000858,79.6681,80.8045,78.9366,80.1477,889365.0,79.8892,1.0
2020-02-21,SH600000,16.6863,16.7245,16.578,16.6923,452252.0,16.6703,1.0
2020-02-21,SH600016,46.7958,46.8629,46.4758,46.6307,863245.0,46.6913,1.0
2020-02-21,SH600519,60.2856,60.3248,60.0385,60.225,1050426.0,60.2185,1.0
2020-02-21,SZ000001,71.6119,71.6992,71.1709,71.3174,1222613.0,71.4498,1.0
2020-02-21,SZ000858,80.8171,80.8893,80.1366,80.4576,1100217.0,80.5752,1.0
2020-02-24,SH600000,16.1738,16.2828,16.0101,16.2426,300443.0,16.1773,1.0
2020-02-24,SH600016,46.6011,46.6735,46.3854,46.5443,545578.0,46.5511,1.0
2020-02-24,SH600519,58.9067,58.9184,58.5969,58.8234,455098.0,58.8113,1.0
2020-02-24,SZ000001,70.3268,70.8191,69.6711,70.4808,718193.0,70.3244,1.0
2020-02-24,SZ000858,79.3113,79.5505,78.5207,78.9587,948731.0,79.0853,1.0
2020-02-25,SH600000,16.171,16.3495,16.0855,16.2944,299982.0,16.2251,1.0
2020-02-25,SH600016,44.8764,45.0563,44.4379,45.0033,431048.0,44.8435,1.0
2020-02-25,SH600519,55.4592,55.6005,55.3155,55.5311,424957.0,55.4766,1.0
2020-02-25,SZ000001,71.9428,72.5531,71.5742,72.5254,904282.0,72.1489,1.0
2020-02-25,SZ000858,79.3882,80.2439,77.9144,78.6685,1129563.0,79.0538,1.0
2020-02-26,SH600000,16.4876,16.606,16.4868,16.5245,400018.0,16.5262,1.0
2020-02-26,SH600016,45.0808,45.3907,44.9782,45.3712,620321.0,45.2053,1.0
2020-02-26,SH600519,55.655,55.698,55.2258,55.4923,693446.0,55.5177,1.0
2020-02-26,SZ000001,75.7604,76.3228,74.9164,75.1034,841025.0,75.5257,1.0
2020-02-26,SZ000858,79.5072,80.0079,79.3512,79.6704,848241.0,79.6341,1.0
2020-02-27,SH600000,16.6397,16.664,16.4216,16.5688,729932.0,16.5735,1.0
2020-02-27,SH600016,45.7383,45.7485,45.484,45.5396,440949.0,45.6276,1.0
2020-02-27,SH600519,57.3493,58.1349,57.0898,57.4858,670156.0,57.515,1.0
2020-02-27,SZ000001,77.1287,77.3404,76.3867,76.5996,425419.0,76.8639,1.0
2020-02-27,SZ000858,80.2416,80.3585,79.8544,79.9568,932132.0,80.1028,1.0
2020-02-28,SH600000,16.5358,16.5601,16.5104,16.5181,409267.0,16.5311,1.0
2020-02-28,SH600016,45.9158,46.1163,45.6073,45.767,988571.0,45.8516,1.0
2020-02-28,SH600519,59.6778,59.8743,58.9951,59.419,695233.0,59.4916,1.0
2020-02-28,SZ000001,76.2461,76.7617,76.2262,76.742,1015064.0,76.494,1.0
2020-02-28,SZ000858,79.9619,80.4543,78.8246,79.0599,731617.0,79.5752,1.0
2020-03-02,SH600000,16.3044,16.4565,16.2202,16.4066,281829.0,16.3469,1.0
2020-03-02,SH600016,44.571,44.607,44.2996,44.5931,562958.0,44.5177,1.0
2020-03-02,SH600519,58.4732,58.9022,58.2247,58.8694,710118.0,58.6174,1.0
2020-03-02,SZ000001,75.7832,75.8095,75.2698,75.5227,859941.0,75.5963,1.0
2020-03-02,SZ000858,79.2057,80.0374,78.9513,79.451,974323.0,79.4113,1.0
2020-03-03,SH600000,15.9304,15.9754,15.7712,15.9166,410971.0,15.8984,1.0
2020-03-03,SH600016,44.0224,44.2159,43.4497,43.6196,484273.0,43.8269,1.0
2020-03-03,SH600519,58.1927,58.2485,58.0333,58.1559,617256.0,58.1576,1.0
2020-03-03,SZ000001,74.103,74.668,72.9783,74.2899,938915.0,74.0098,1.0
2020-03-03,SZ000858,80.0121,81.0977,79.7666,80.631,771969.0,80.3768,1.0
2020-03-04,SH600000,15.7076,15.7294,15.6267,15.6774,407658.0,15.6852,1.0
2020-03-04,SH600016,44.2899,44.5497,43.9646,44.5281,571148.0,44.3331,1.0
2020-03-04,SH600519,59.2639,59.6294,58.318,58.6949,1031948.0,58.9766,1.0
2020-03-04,SZ000001,75.1805,76.194,74.9479,75.0816,2617869.0,75.351,1.0
2020-03-04,SZ000858,76.6991,78.1834,75.8085,77.4269,704882.0,77.0295,1.0
2020-03-05,SH600000,15.4533,15.6568,15.3572,15.5219,196995.0,15.4973,1.0
2020-03-05,SH600016,44.1337,44.4939,44.1246,44.4729,360722.0,44.3063,1.0
2020-03-05,SH600519,57.2382,57.9628,57.2291,57.5259,408288.0,57.489,1.0
2020-03-05,SZ000001,75.8352,76.1113,75.6142,75.7238,431389.0,75.8211,1.0
2020-03-05,SZ000858,79.5609,79.6967,78.8905,79.2784,1064056.0,79.3566,1.0
2020-03-06,SH600000,15.8539,15.9878,15.8236,15.8417,435266.0,15.8768,1.0
2020-03-06,SH600016,44.907,45.6032,44.6996,45.0629,403736.0,45.0682,1.0
2020-03-06,SH600519,57.6694,58.1662,57.3642,57.8655,514757.0,57.7663,1.0
2020-03-06,SZ000001,77.7969,77.987,77.2597,77.8882,1352424.0,77.7329,1.0
2020-03-06,SZ000858,78.0407,79.5343,78.0182,78.7825,1049497.0,78.5939,1.0
2020-03-09,SH600000,15.9436,16.0124,15.8553,15.939,412800.0,15.9376,1.0
2020-03-09,SH600016,45.0579,45.3159,44.9947,45.0682,774617.0,45.1092,1.0
2020-03-09,SH600519,58.901,59.2437,58.6926,58.7501,639872.0,58.8969,1.0
2020-03-09,SZ000001,78.6107,79.4882,78.4284,78.9199,739527.0,78.8618,1.0
2020-03-09,SZ000858,79.3435,79.8153,79.2563,79.4915,1245269.0,79.4767,1.0
2020-03-10,SH600000,15.2874,15.3949,15.1605,15.3752,545175.0,15.3045,1.0
2020-03-10,SH600016,45.1295,45.2234,44.6539,45.0747,443712.0,45.0204,1.0
2020-03-10,SH600519,60.2546,60.409,59.9315,60.2005,403142.0,60.1989,1.0
2020-03-10,SZ000001,76.3298,76.8203,76.2362,76.5943,878700.0,76.4951,1.0
2020-03-10,SZ000858,81.6327,81.6998,81.2802,81.4546,865154.0,81.5168,1.0
2020-03-11,SH600000,15.4913,15.5202,15.3777,15.4636,770417.0,15.4632,1.0
2020-03-11,SH600016,45.8525,46.1828,45.7615,45.9079,394718.0,45.9262,1.0
2020-03-11,SH600519,60.1764,60.4097,59.8277,60.0711,626086.0,60.1212,1.0
2020-03-11,SZ000001,77.8761,79.1154,77.0559,78.2345,795198.0,78.0705,1.0
2020-03-11,SZ000858,79.3594,79.6067,78.7244,79.286,1112829.0,79.2441,1.0
2020-03-12,SH600000,15.3765,15.5126,15.1578,15.3335,620307.0,15.3451,1.0
2020-03-12,SH600016,45.496,46.2866,45.1889,45.4161,634756.0,45.5969,1.0
2020-03-12,SH600519,59.9642,60.6029,59.766,59.8179,1086466.0,60.0378,1.0
2020-03-12,SZ000001,76.3809,76.9851,75.66,76.6999,709793.0,76.4314,1.0
2020-03-12,SZ000858,78.3705,78.5308,77.9098,78.2042,1161519.0,78.2538,1.0
2020-03-13,SH600000,15.1978,15.276,14.9891,15.1159,408127.0,15.1447,1.0
2020-03-13,SH600016,45.1984,46.0529,44.6577,45.483,771206.0,45.348,1.0
2020-03-13,SH600519,58.9544,59.3766,58.4884,58.7679,664152.0,58.8968,1.0
2020-03-13,SZ000001,76.099,76.4147,75.8863,76.1245,679458.0,76.1311,1.0
2020-03-13,SZ000858,77.8756,78.0757,77.768,77.7892,1125156.0,77.8771,1.0
2020-03-16,SH600000,15.3711,15.3858,15.2389,15.2905,317439.0,15.3216,1.0
2020-03-16,SH600016,45.3693,45.4073,44.943,45.0441,670438.0,45.1909,1.0
2020-03-16,SH600519,58.116,58.4365,57.6885,57.7953,707300.0,58.0091,1.0
2020-03-16,SZ000001,76.244,77.0641,76.175,76.5179,889890.0,76.5003,1.0
2020-03-16,SZ000858,77.1037,77.1394,76.5902,76.6138,768583.0,76.8618,1.0
2020-03-17,SH600000,15.4899,15.5992,15.4295,15.5974,957430.0,15.529,1.0
2020-03-17,SH600016,44.616,44.9311,44.2873,44.6343,728552.0,44.6172,1.0
2020-03-17,SH600519,57.6434,57.9894,56.8719,57.5255,452232.0,57.5075,1.0
2020-03-17,SZ000001,79.9173,80.2167,79.6103,79.6457,511370.0,79.8475,1.0
2020-03-17,SZ000858,78.9767,79.6373,78.7389,79.3545,1029732.0,79.1768,1.0
2020-03-18,SH600000,15.8043,15.9742,15.7581,15.8787,450343.0,15.8538,1.0
2020-03-18,SH600016,44.5869,44.8651,44.0174,44.3392,430611.0,44.4522,1.0
2020-03-18,SH600519,57.8711,58.1741,57.797,57.941,548582.0,57.9458,1.0
2020-03-18,SZ000001,85.3999,85.4945,84.5398,84.7695,1009710.0,85.0509,1.0
2020-03-18,SZ000858,77.7773,78.119,77.1368,78.0415,1098265.0,77.7686,1.0
2020-03-19,SH600000,15.6429,15.6446,15.5473,15.6027,444266.0,15.6094,1.0
2020-03-19,SH600016,44.5929,44.7568,44.0699,44.5166,352730.0,44.484,1.0
2020-03-19,SH600519,59.199,59.6936,59.0001,59.0006,589742.0,59.2233,1.0
2020-03-19,SZ000001,85.5684,86.1287,85.4683,85.8173,711508.0,85.7457,1.0
2020-03-19,SZ000858,76.9156,77.2503,76.7665,77.2139,986732.0,77.0366,1.0
2020-03-20,SH600000,15.5347,15.5616,15.4146,15.4949,439223.0,15.5014,1.0
2020-03-20,SH600016,44.1732,44.4524,43.9617,44.0725,847800.0,44.165,1.0
2020-03-20,SH600519,58.6031,58.691,57.7671,58.0517,600000.0,58.2782,1.0
2020-03-20,SZ000001,85.6186,86.7517,85.1272,85.5163,574341.0,85.7534,1.0
2020-03-20,SZ000858,77.887,78.8818,77.5367,77.5651,526526.0,77.9676,1.0
2020-03-23,SH600000,15.6263,15.6566,15.5817,15.5862,469501.0,15.6127,1.0
2020-03-23,SH600016,45.3018,45.4714,44.982,45.1731,490508.0,45.2321,1.0
2020-03-23,SH600519,59.7622,59.9055,59.5258,59.8019,969459.0,59.7489,1.0
2020-03-23,SZ000001,86.6643,87.1308,85.8619,86.4483,704326.0,86.5263,1.0
2020-03-23,SZ000858,76.0975,76.3067,75.5291,75.7565,1033175.0,75.9225,1.0
2020-03-24,SH600000,16.1873,16.2676,15.8022,15.8814,423662.0,16.0346,1.0
2020-03-24,SH600016,44.4514,44.9619,44.3373,44.3521,501195.0,44.5257,1.0
2020-03-24,SH600519,59.1798,59.5625,58.8469,59.4696,780201.0,59.2647,1.0
2020-03-24,SZ000001,88.2177,88.8925,87.6811,88.01,1175430.0,88.2003,1.0
2020-03-24,SZ000858,75.3628,75.8058,74.9524,75.1932,1912189.0,75.3286,1.0
2020-03-25,SH600000,15.763,15.8121,15.6926,15.7181,372466.0,15.7464,1.0
2020-03-25,SH600016,44.3087,44.3594,44.0188,44.1668,804888.0,44.2134,1.0
